Especie,Talla (cm),Peso (gr),Integridad (%),pH,Temperatura (°C),Planta,Puerto,Flota,Nombre nave pesca,Zona pesca,Fecha de recepción
Sardina española,21.736843947884967,119.94370033203728,95,5.075911221776365,26.4236389701355,Planta 1,Pesca Norte,Industrial,Liliana,153,2024-09-01
Caballa,26.75575316941707,202.2148352421633,87,5.237371881228309,22.815417516489603,Planta 2,Pesca Sur,Industrial,Fernanda,124,2024-01-07
Caballa,31.43653156252698,323.0377565286424,92,6.611802943675497,26.625383985691748,Planta 2,Pesca Sur,Artesanal,Licanten,106,2024-01-31
Sardina española,18.069689879490774,128.5308296617399,84,5.880710017338323,22.908384113429527,Planta 2,Pesca Sur,Industrial,Isaac,121,2024-07-04
Anchoveta,13.564548218729565,75.11752905822607,79,5.867953133916032,23.436100438821907,Planta 3,Pesca Norte,Industrial,Isidora I,106,2024-05-08
Caballa,31.650019238848163,311.535936685453,76,5.583738224865242,23.601899015703754,Planta 1,Pesca Sur,Artesanal,Fernanda,121,2024-10-05
Jurel,38.868522096984634,680.8932373103687,82,6.434488739641879,21.77058132577308,Planta 2,Pesca Sur,Industrial,Santiago G,144,2024-10-19
Jurel,36.138690313191134,839.715904119888,86,5.967409053689658,29.533256536025647,Planta 2,Pesca Norte,Industrial,Liliana,118,2024-08-30
Jurel,28.745923494411464,489.38623784519285,78,5.345209668628011,28.943015902646522,Planta 1,Pesca Norte,Artesanal,Santiago G,105,2024-01-06
Jurel,35.842819446982276,741.8455342591674,88,6.093758953427946,29.54051176212843,Planta 2,Pesca Sur,Artesanal,Licanten,111,2024-04-12
Caballa,34.07487086847677,260.4905915384444,75,6.29763331512317,28.41980876967132,Planta 2,Pesca Sur,Industrial,Emilia,144,2024-10-13
Sardina española,13.527501210736489,180.7377416151516,98,5.161516435019501,25.142821763481116,Planta 3,Pesca Norte,Artesanal,Licanten,132,2024-01-27
Caballa,31.58559166680277,272.2275408032936,88,5.907697589326377,20.48699789312238,Planta 1,Pesca Sur,Artesanal,Fernanda,107,2024-10-14
Sardina española,18.65435227029759,125.15134280686587,85,6.138044108348867,23.88613361733899,Planta 1,Pesca Norte,Artesanal,Isaac,119,2024-05-14
Caballa,41.77852019318383,342.4798992578759,86,6.70819562836449,23.600102199784597,Planta 3,Pesca Norte,Artesanal,Isidora I,152,2024-01-05
Jurel,44.02776850256554,607.135001224949,96,6.6863535589381735,20.92239321601365,Planta 1,Pesca Sur,Artesanal,Liliana,145,2024-05-11
Caballa,27.392927263569415,267.643185258271,97,5.195486842832708,24.271806307858423,Planta 3,Pesca Sur,Industrial,Fernanda,132,2024-10-13
Anchoveta,15.34418000631163,95.1691623770991,97,5.451490645279348,24.34066260634545,Planta 1,Pesca Sur,Industrial,Emilia,142,2024-09-26
Caballa,35.810733798844836,355.371104648386,84,6.240529743588393,26.291709013431586,Planta 2,Pesca Norte,Industrial,Emilia,105,2024-01-15
Jurel,34.197325960837546,643.2038646496186,73,5.477351365119304,21.146652863815902,Planta 1,Pesca Sur,Industrial,Fernanda,106,2024-12-05
Sardina española,23.007509587980984,174.63229464318155,87,5.1817705666899005,27.319518360207695,Planta 1,Pesca Norte,Artesanal,Santiago G,131,2024-10-06
Caballa,24.74522970782246,284.2715648990736,76,5.415943711969772,20.964902791296403,Planta 2,Pesca Sur,Industrial,Santiago G,128,2024-09-21
Sardina española,17.19813006604236,124.76888991658238,97,5.716637400249154,26.38388562539612,Planta 2,Pesca Norte,Artesanal,Santiago G,118,2024-08-25
Caballa,25.421594185687496,263.65496762050515,97,6.742204151132728,25.95954539264475,Planta 1,Pesca Sur,Artesanal,Francesca,152,2024-12-01
Sardina española,17.02520293565152,153.3138527589901,88,6.506221216713964,27.78916935687461,Planta 1,Pesca Norte,Artesanal,Francesca,135,2024-01-08
Sardina española,26.248384198062396,79.02473586594795,73,6.824427351404252,28.66852966526154,Planta 3,Pesca Norte,Industrial,Isaac,157,2024-12-10
Jurel,36.119948525654934,645.2480490131592,84,5.442438592101981,28.654415997771217,Planta 3,Pesca Norte,Artesanal,Emilia,130,2024-07-03
Jurel,35.02263166181444,842.1533428167503,75,5.022890838167639,21.459040788062396,Planta 3,Pesca Norte,Industrial,Isaac,149,2024-10-23
Anchoveta,7.622890076600516,72.84598211713288,83,5.017380649066202,25.62836951818621,Planta 2,Pesca Norte,Artesanal,Emilia,126,2024-09-06
Caballa,25.61636276860323,359.77075443418,75,5.8483071181008555,23.462753875975334,Planta 2,Pesca Sur,Industrial,Liliana,118,2024-11-21
Anchoveta,14.031442247182932,88.54751683349181,75,6.026651036566978,24.46949698803401,Planta 2,Pesca Sur,Industrial,Isaac,102,2024-04-05
Anchoveta,21.239245997784348,87.3519274525263,91,6.0929784255533255,29.72894472539216,Planta 3,Pesca Norte,Artesanal,Liliana,119,2024-02-04
Sardina española,22.355552938024317,130.38267200275723,80,5.489792344948142,23.700637629720376,Planta 1,Pesca Sur,Industrial,Isidora I,159,2024-01-17
Caballa,20.276651837697262,291.68194741755383,79,6.68603606939791,27.13169446247081,Planta 3,Pesca Norte,Industrial,Francesca,106,2024-06-29
Sardina española,20.963497610803678,154.2963279650009,81,6.802540483344759,25.06883333193604,Planta 2,Pesca Norte,Industrial,Francesca,127,2024-09-17
Anchoveta,13.968888987758245,69.03837279484915,84,5.940437967499217,25.479045577572435,Planta 3,Pesca Norte,Artesanal,Isaac,111,2024-10-21
Anchoveta,11.796913504868545,111.18448822034625,94,5.1678905702810995,28.214790885964526,Planta 2,Pesca Norte,Industrial,Liliana,105,2024-10-26
Jurel,43.37592612446546,782.2675118432234,71,5.404272902138016,24.649593253222776,Planta 2,Pesca Norte,Artesanal,Santiago G,142,2024-03-30
Sardina española,18.1275425284757,159.5801759110521,72,5.182350538496073,23.83230079195539,Planta 3,Pesca Norte,Industrial,Fernanda,133,2024-10-11
Jurel,45.30871528224706,797.4502525950451,92,5.957395670767753,20.776315655926744,Planta 2,Pesca Norte,Industrial,Liliana,141,2024-02-27
Jurel,42.417505464154694,477.4180579802452,70,5.298458537812968,22.815039673532223,Planta 2,Pesca Norte,Artesanal,Emilia,122,2024-01-18
Caballa,33.34667515147706,305.7085958612322,73,5.847816697288193,29.671483403858936,Planta 3,Pesca Norte,Artesanal,Emilia,117,2024-11-05
Sardina española,27.421384728991622,134.68343780382259,70,6.929996395091485,28.91541495716205,Planta 1,Pesca Sur,Industrial,Fernanda,145,2024-09-04
Anchoveta,10.908288910422728,107.24442277636837,92,6.427574050694591,24.8973064984733,Planta 2,Pesca Sur,Industrial,Licanten,105,2024-07-09
Sardina española,14.584148546439007,151.03391449514703,77,5.672543882306293,29.84855902312656,Planta 1,Pesca Norte,Industrial,Francesca,112,2024-08-23
Anchoveta,14.554269695402645,59.32766245596091,80,6.174772949812399,24.69509324847798,Planta 3,Pesca Norte,Industrial,Francesca,142,2024-09-23
Jurel,38.844713020977686,659.6283850891259,88,6.097784497125023,26.424291503965577,Planta 2,Pesca Norte,Industrial,Isidora I,108,2024-05-05
Anchoveta,15.358171777666238,85.47430386781137,73,5.934328764233995,20.138387904681505,Planta 2,Pesca Sur,Industrial,Liliana,158,2024-03-15
Sardina española,18.80641119261728,126.2789105572121,99,6.591498310948907,28.728357045994066,Planta 3,Pesca Sur,Industrial,Isidora I,126,2024-07-09
Jurel,37.556736930249656,767.3039278337026,77,5.597135172074523,23.881283696411973,Planta 2,Pesca Sur,Artesanal,Santiago G,152,2024-07-18
Anchoveta,12.856828098227336,69.41326822563626,86,5.911734928543343,21.019949873054017,Planta 3,Pesca Norte,Artesanal,Francesca,104,2024-06-25
Sardina española,15.479542025262756,153.00038455278826,90,6.293728910591408,29.26737810560531,Planta 3,Pesca Norte,Industrial,Santiago G,156,2024-11-30
Caballa,28.43404458278932,237.35082241310414,82,5.977572747320789,29.412718303159057,Planta 1,Pesca Sur,Industrial,Licanten,155,2024-05-31
Anchoveta,11.92576488988352,70.63485972152914,79,5.325431163119668,22.690855751178173,Planta 1,Pesca Sur,Industrial,Isidora I,105,2024-09-09
Jurel,33.33226974816726,823.0758531786569,98,5.713547513074225,22.727943467169865,Planta 1,Pesca Norte,Artesanal,Licanten,153,2024-10-31
Jurel,43.63486505000195,671.3918254010038,97,6.869817311755581,24.956900112405343,Planta 2,Pesca Sur,Artesanal,Isidora I,149,2024-03-04
Jurel,42.487578812461514,582.3611387134761,97,6.717029932444678,23.249302490174113,Planta 1,Pesca Sur,Industrial,Isidora I,113,2024-01-09
Sardina española,16.669799236729833,127.40970496606599,82,5.129896706207459,22.910677650147417,Planta 3,Pesca Norte,Industrial,Fernanda,150,2024-08-05
Caballa,29.709941966544573,311.4998833227416,75,6.730170740625885,22.520005634718423,Planta 3,Pesca Norte,Industrial,Isidora I,122,2024-09-17
Jurel,30.0683522991522,923.19157672778,85,6.732123632851159,29.071301904184352,Planta 1,Pesca Norte,Artesanal,Liliana,120,2024-05-03
Anchoveta,18.16112969840837,82.26873442680328,76,6.313323961032374,26.745792227152783,Planta 1,Pesca Norte,Industrial,Liliana,130,2024-06-08
Sardina española,15.685701904356101,200.18526739494558,72,6.1211622973965545,23.428959698104244,Planta 3,Pesca Sur,Artesanal,Liliana,150,2024-12-08
Anchoveta,21.03223666818742,63.94293106073674,78,6.034395295023463,27.701144220601005,Planta 3,Pesca Norte,Artesanal,Liliana,157,2024-10-01
Jurel,29.9204487496611,593.2189928533869,78,5.520181181758409,25.544253306310925,Planta 1,Pesca Sur,Artesanal,Fernanda,110,2024-10-12
Caballa,25.58319804217152,311.6844099830844,78,6.396873896282791,22.994637699137222,Planta 1,Pesca Sur,Industrial,Fernanda,107,2024-08-09
Anchoveta,18.87524258241493,119.28833406619431,78,5.761434261911775,24.796572026696136,Planta 3,Pesca Norte,Industrial,Fernanda,127,2024-05-19
Sardina española,18.773017282001874,159.29204343522545,80,5.145837540701577,27.298487190865213,Planta 2,Pesca Norte,Industrial,Isidora I,116,2024-02-04
Caballa,27.679572520702912,297.27036348738886,93,5.20156561528975,28.086544427611997,Planta 2,Pesca Sur,Artesanal,Isidora I,123,2024-10-09
Jurel,51.85627653889686,663.7104272094349,74,5.418675927615602,28.76031170377776,Planta 1,Pesca Norte,Artesanal,Fernanda,105,2024-09-09
Jurel,42.45928141649125,819.1526216915839,99,5.556305513768044,21.801219929153902,Planta 2,Pesca Norte,Industrial,Francesca,126,2024-12-15
Anchoveta,16.51929509066657,94.50765943636097,85,5.874862710375136,26.997528215253222,Planta 1,Pesca Sur,Artesanal,Santiago G,122,2024-05-21
Jurel,35.03366318653991,712.0841847345604,96,5.84792648876236,24.85271617442491,Planta 3,Pesca Norte,Artesanal,Liliana,101,2024-09-11
Sardina española,17.90388611045248,205.90796600775656,82,6.936421653005494,22.85683976096275,Planta 1,Pesca Sur,Industrial,Emilia,102,2024-11-02
Anchoveta,11.524267832925371,76.0924057844132,85,5.104250986256195,27.184072260958065,Planta 1,Pesca Norte,Artesanal,Isidora I,136,2024-02-21
Anchoveta,13.419601897479028,94.12872091626961,79,6.574537124304978,21.82569698047655,Planta 2,Pesca Sur,Industrial,Isaac,118,2024-05-23
Jurel,33.13595509879957,785.6211714401554,72,6.097102240555294,29.84051965377838,Planta 3,Pesca Norte,Industrial,Fernanda,110,2024-07-14
Anchoveta,16.568772546860057,49.7308063959328,89,6.620344158806953,23.116714428731143,Planta 3,Pesca Sur,Industrial,Isidora I,141,2024-04-12
Sardina española,22.393823530729136,141.96301111740644,89,6.946152136909717,25.033526288785147,Planta 3,Pesca Norte,Industrial,Emilia,126,2024-12-23
Caballa,34.02265335441304,277.9151940133174,76,5.046865760494788,26.997043892638207,Planta 1,Pesca Norte,Industrial,Fernanda,139,2024-07-22
Jurel,34.892687176478745,724.3219888464399,92,6.279366080293911,23.055625654022627,Planta 2,Pesca Norte,Industrial,Licanten,109,2024-11-15
Sardina española,18.19274865869513,167.92124146826407,87,5.456757067204392,29.350960982283297,Planta 3,Pesca Sur,Industrial,Santiago G,144,2024-10-07
Anchoveta,14.862447454699169,55.33740678004595,89,6.007129001473378,28.337114154830218,Planta 2,Pesca Sur,Industrial,Francesca,138,2024-03-07
Caballa,34.03417681132524,318.3883837639932,75,5.228790082730148,26.770345419284904,Planta 2,Pesca Norte,Industrial,Liliana,142,2024-09-12
Sardina española,17.21520790219478,171.6117735207889,98,5.490184120184615,24.000761690767526,Planta 2,Pesca Sur,Industrial,Isidora I,129,2024-12-03
Sardina española,26.583342974303257,162.3771469405564,86,6.92534988526642,29.40327904475389,Planta 3,Pesca Norte,Artesanal,Licanten,121,2024-01-27
Sardina española,19.398993222168386,157.43878754119055,78,5.163853515095345,20.0655167565256,Planta 3,Pesca Norte,Industrial,Liliana,101,2024-05-10
Caballa,26.427150994135808,276.81880146955035,90,5.7482824094833,23.428513709826156,Planta 3,Pesca Norte,Artesanal,Francesca,116,2024-06-04
Caballa,28.802135070548623,275.32141219092244,83,5.91265416010091,21.343252201939887,Planta 3,Pesca Sur,Industrial,Liliana,144,2024-01-04
Sardina española,19.864759262001026,140.92684758893031,70,6.010582193237985,28.227474081598142,Planta 3,Pesca Norte,Artesanal,Isaac,102,2024-03-09
Sardina española,18.404597012873893,135.73277200482352,93,6.124077474897261,23.53005305621557,Planta 2,Pesca Norte,Industrial,Francesca,112,2024-12-21
Anchoveta,16.27656962353488,60.19335989217165,92,5.064757936894878,24.307910560592923,Planta 1,Pesca Sur,Artesanal,Isidora I,114,2024-09-04
Anchoveta,9.617010332446329,62.08098066782766,95,5.496165031755538,28.801688680536927,Planta 2,Pesca Sur,Industrial,Liliana,138,2024-02-18
Anchoveta,9.290748385893236,103.9585403623539,71,6.002680146768648,24.438010089450177,Planta 1,Pesca Norte,Industrial,Isaac,111,2024-02-24
Jurel,39.78631854907148,572.0885966071343,99,5.842409057042514,23.365973985377263,Planta 2,Pesca Sur,Industrial,Liliana,101,2024-04-08
Anchoveta,9.609321324680518,69.92836431229969,70,6.728047361927086,25.202182073966455,Planta 3,Pesca Sur,Artesanal,Fernanda,145,2024-10-24
Anchoveta,15.72578734869751,78.28659322761675,94,6.525347160530326,20.581833894454917,Planta 1,Pesca Norte,Artesanal,Francesca,131,2024-05-16
Anchoveta,16.419531661537903,60.75995204663358,99,5.4555147907526,20.42060162608858,Planta 3,Pesca Sur,Artesanal,Emilia,151,2024-04-09
Sardina española,22.18133703987724,130.64081131468663,73,5.779286429179398,25.513179526741023,Planta 2,Pesca Norte,Industrial,Emilia,127,2024-09-05
Anchoveta,15.458196633307372,57.419980132366504,94,6.455374908576852,24.38331478869403,Planta 1,Pesca Sur,Artesanal,Emilia,121,2024-03-26
Jurel,36.60937042327413,693.8287643332216,82,5.260461668421595,26.818272733081635,Planta 3,Pesca Sur,Industrial,Isidora I,111,2024-12-12
Anchoveta,5.988644373502471,68.65918695875153,98,5.769794250850455,22.537300060142638,Planta 2,Pesca Sur,Industrial,Fernanda,142,2024-07-07
Sardina española,16.90466646326673,124.3683375259735,70,5.558971198992243,29.19269121077299,Planta 3,Pesca Sur,Artesanal,Santiago G,132,2024-04-14
Jurel,33.971568069614804,824.7331215691719,72,6.200769730344058,29.165384754118637,Planta 2,Pesca Sur,Artesanal,Fernanda,130,2024-09-08
Sardina española,22.266338983776727,151.58681550914588,76,5.999844923531049,20.88095615630814,Planta 1,Pesca Sur,Industrial,Liliana,143,2024-05-27
Anchoveta,13.544643683669298,46.95004869599834,97,5.333948756643374,25.233931704720703,Planta 2,Pesca Sur,Industrial,Isaac,131,2024-03-07
Sardina española,19.304013490921626,205.73313140069013,74,6.1964812115866525,23.04056232318096,Planta 3,Pesca Sur,Artesanal,Liliana,130,2024-08-28
Caballa,28.312394737208848,266.667516758916,89,5.939455947737622,29.1406885089725,Planta 2,Pesca Sur,Artesanal,Liliana,118,2024-07-14
Caballa,35.11674449456658,282.1292738577956,78,6.924362844010087,23.928524126733816,Planta 2,Pesca Sur,Industrial,Fernanda,123,2024-04-20
Caballa,39.48555249593241,249.12405721358348,72,6.824073342889807,23.053234416953025,Planta 2,Pesca Sur,Industrial,Isaac,110,2024-09-09
Caballa,27.800824480340808,387.4469760192259,75,5.532939594650233,27.366218719508566,Planta 1,Pesca Norte,Industrial,Isidora I,133,2024-08-27
Jurel,37.72093262291848,940.4293066941107,83,6.750917207841549,25.66088772160115,Planta 3,Pesca Sur,Industrial,Isaac,159,2024-01-31
Caballa,33.86376782024782,296.052654046546,85,5.81111932972431,20.513170246846773,Planta 2,Pesca Sur,Artesanal,Francesca,137,2024-05-30
Sardina española,13.70450262894672,223.13896413191293,78,6.079217563194035,27.659800520456415,Planta 3,Pesca Norte,Artesanal,Santiago G,142,2024-03-28
Sardina española,21.480745789098002,106.67285217028594,83,6.781672610527583,25.055801698492452,Planta 2,Pesca Norte,Artesanal,Emilia,121,2024-05-17
Anchoveta,15.235211640497273,91.33796537847195,85,6.070650750399194,21.570496293958175,Planta 1,Pesca Norte,Industrial,Isidora I,156,2024-01-28
Jurel,33.44207408763842,720.2278577965715,72,6.1970401749640605,20.79790757034707,Planta 3,Pesca Sur,Industrial,Francesca,157,2024-07-02
Sardina española,17.56426004607508,121.33585609942797,99,5.616437966646041,23.907591445094994,Planta 1,Pesca Norte,Industrial,Liliana,102,2024-02-12
Sardina española,20.316109344169767,153.32686619907759,72,5.6899531900564435,24.21089966361226,Planta 2,Pesca Sur,Artesanal,Fernanda,121,2024-11-16
Anchoveta,15.675070156023297,52.18989013074942,93,5.30886635259426,21.691669821087554,Planta 3,Pesca Sur,Artesanal,Francesca,145,2024-12-16
Sardina española,23.548526453039898,196.6485316633707,93,5.952957476697999,20.627338736376707,Planta 1,Pesca Norte,Artesanal,Isaac,113,2024-11-02
Caballa,26.71540132465131,375.4396641446441,85,6.663678312391779,24.640204025870858,Planta 3,Pesca Sur,Artesanal,Isaac,125,2024-01-08
Sardina española,17.12698796110488,147.0146612163189,80,5.988177315788912,26.83051574191376,Planta 3,Pesca Norte,Artesanal,Isaac,149,2024-09-08
Jurel,42.293878660351936,730.0997700142702,79,5.840793393389449,28.53502082495735,Planta 3,Pesca Sur,Artesanal,Santiago G,114,2024-04-03
Jurel,41.821436270961954,509.13191206774997,96,6.8710940040711606,24.405302225789498,Planta 2,Pesca Sur,Artesanal,Licanten,133,2024-04-11
Caballa,26.857374764035725,229.49598790231647,72,6.173761854031437,22.699944568465092,Planta 2,Pesca Norte,Artesanal,Emilia,134,2024-03-14
Sardina española,18.725571037067716,135.0469192883641,85,5.228960854633786,26.754018712055895,Planta 1,Pesca Norte,Artesanal,Isidora I,125,2024-05-29
Caballa,33.143954963674915,218.65471852455943,96,5.424326911284356,23.6464041451202,Planta 1,Pesca Sur,Artesanal,Santiago G,126,2024-11-13
Sardina española,14.897347414054336,96.6572962962068,85,6.493091903818577,24.454875944899445,Planta 3,Pesca Norte,Industrial,Isaac,134,2024-09-18
Sardina española,18.014511812989785,102.61935206399883,89,5.89793591989468,25.953633260573447,Planta 2,Pesca Sur,Industrial,Santiago G,124,2024-12-23
Sardina española,19.853969894223848,171.2559075481606,83,5.842968767540296,29.73830215869163,Planta 1,Pesca Sur,Artesanal,Isidora I,107,2024-08-19
Caballa,28.596217363969412,224.2122583603142,87,6.378434240549428,28.263753295730517,Planta 1,Pesca Sur,Artesanal,Isidora I,103,2024-07-02
Caballa,30.320882322416626,280.2195767831929,84,5.846250548667374,20.011361233894146,Planta 1,Pesca Sur,Artesanal,Emilia,134,2024-09-09
Anchoveta,19.395850534400754,110.16718758988259,89,5.7624056439596,20.959844159010526,Planta 2,Pesca Sur,Industrial,Emilia,105,2024-02-07
Jurel,37.3975157550349,692.9941277853418,74,6.410131546631371,23.532469262131308,Planta 1,Pesca Norte,Artesanal,Santiago G,142,2024-05-22
Sardina española,24.057241306592154,122.43380861030617,71,5.833048300633523,21.652714706211487,Planta 1,Pesca Sur,Artesanal,Francesca,108,2024-04-18
Caballa,32.000014797628,309.91173584097197,84,6.360333920758977,23.507086429505584,Planta 3,Pesca Sur,Industrial,Liliana,110,2024-01-09
Sardina española,24.23623479482545,137.14297646441682,97,5.700244460126824,28.831173747833738,Planta 3,Pesca Sur,Artesanal,Santiago G,152,2024-12-05
Jurel,28.003596920761872,789.4436804932058,93,5.212531647418766,24.15791047456977,Planta 2,Pesca Sur,Artesanal,Liliana,119,2024-04-14
Jurel,35.03179480985236,697.7376982370163,82,6.423107847330373,26.7871589544726,Planta 3,Pesca Norte,Artesanal,Licanten,116,2024-08-24
Sardina española,19.865229164712204,145.53985997871223,96,5.278568320914748,21.460821173732214,Planta 2,Pesca Sur,Industrial,Santiago G,111,2024-04-17
Anchoveta,17.58362599354244,119.68240280787853,92,6.866789235454899,28.50541036370135,Planta 2,Pesca Sur,Artesanal,Liliana,123,2024-05-11
Sardina española,19.44691366533214,142.8082618900299,73,5.237073846023351,21.868340539033074,Planta 1,Pesca Sur,Artesanal,Licanten,141,2024-03-23
Anchoveta,15.275379823863938,73.91673107039797,73,5.774516698096568,24.61249763633218,Planta 1,Pesca Norte,Industrial,Isidora I,102,2024-07-13
Jurel,35.502032222524164,864.3047766472621,98,5.0194288442736354,25.229507846059438,Planta 3,Pesca Norte,Industrial,Fernanda,146,2024-07-12
Anchoveta,17.129529646449463,52.49952633372411,79,5.598174019006965,25.213176640166534,Planta 1,Pesca Sur,Artesanal,Isaac,133,2024-12-05
Caballa,29.25386888838138,259.588220270705,75,5.826827505370417,21.051603766360365,Planta 2,Pesca Norte,Artesanal,Francesca,105,2024-07-22
Anchoveta,14.826324357583035,87.91820641858524,90,6.172894823633452,21.865875154760023,Planta 2,Pesca Norte,Artesanal,Fernanda,121,2024-05-21
Sardina española,19.964868819829455,172.3280256782706,74,6.23655237707872,26.119907740041526,Planta 3,Pesca Norte,Industrial,Fernanda,102,2024-05-26
Sardina española,16.895261515308,136.4387905146064,82,6.771068637984189,27.043806875895587,Planta 1,Pesca Sur,Artesanal,Liliana,103,2024-01-06
Jurel,27.10969665846428,607.9501321668307,70,5.308151163999746,22.637106326499655,Planta 1,Pesca Norte,Artesanal,Isaac,124,2024-10-08
Caballa,35.69650658612195,335.42651803197646,89,6.203304394520909,21.438912118129526,Planta 2,Pesca Norte,Artesanal,Licanten,142,2024-11-26
Jurel,48.01632006553923,502.2464174830375,98,5.112574711463562,22.71743783668755,Planta 1,Pesca Norte,Artesanal,Liliana,151,2024-03-21
Caballa,33.05681082391595,293.52343159251564,96,5.244323573370017,28.204520832444242,Planta 2,Pesca Norte,Artesanal,Santiago G,156,2024-09-29
Sardina española,19.269466434769054,156.24805434469738,73,5.39044744998482,26.775873407519338,Planta 1,Pesca Sur,Artesanal,Liliana,151,2024-05-07
Caballa,25.837835643097865,292.50456355950985,85,6.083371124803813,26.628249885114943,Planta 1,Pesca Sur,Artesanal,Emilia,156,2024-01-24
Sardina española,16.530357183426993,160.84110820365098,98,6.481397281002369,24.88635341742856,Planta 2,Pesca Sur,Artesanal,Liliana,148,2024-05-14
Sardina española,17.989387472923383,130.88309158769633,85,5.067777285807635,27.498060036250617,Planta 3,Pesca Sur,Artesanal,Isidora I,131,2024-07-13
Sardina española,24.75486951070081,133.13213108701984,71,5.189701346239543,29.35250328242529,Planta 2,Pesca Sur,Industrial,Liliana,151,2024-04-21
Anchoveta,11.992339409616875,74.15844768707566,77,5.169566708147283,22.377105147326315,Planta 3,Pesca Sur,Industrial,Francesca,134,2024-08-02
Caballa,26.13279917044786,230.61866409177824,99,6.554827107890218,26.369527797835588,Planta 3,Pesca Norte,Artesanal,Francesca,156,2024-11-13
Sardina española,14.97377396790786,181.38325011477565,92,6.9314123495800155,24.091145833782033,Planta 2,Pesca Norte,Industrial,Isaac,156,2024-11-30
Sardina española,26.174790785040948,146.97503088074942,89,6.300896074451867,28.94469931976962,Planta 2,Pesca Sur,Artesanal,Isidora I,152,2024-07-21
Anchoveta,11.568689978753758,65.50466965657967,93,5.086622293230116,21.470648781950047,Planta 1,Pesca Norte,Artesanal,Francesca,111,2024-06-18
Anchoveta,21.714884338169583,67.70074505893528,73,6.412672632516769,29.59736494523807,Planta 3,Pesca Norte,Industrial,Isidora I,140,2024-08-21
Sardina española,18.97540314832446,175.19175515531055,74,5.607633928222765,29.448964084214133,Planta 3,Pesca Sur,Industrial,Francesca,142,2024-12-10
Sardina española,23.00198000400759,131.54960443964563,73,5.913130109498362,25.144013392294106,Planta 2,Pesca Sur,Industrial,Licanten,135,2024-04-26
Caballa,37.46756736262036,288.3962431178036,85,5.012455499057199,20.84900673591492,Planta 2,Pesca Norte,Artesanal,Isaac,104,2024-08-24
Jurel,27.021312003391426,670.6929987232015,80,6.218365677649599,20.737218731070357,Planta 3,Pesca Norte,Industrial,Santiago G,122,2024-05-22
Sardina española,12.952132152246715,148.6807083265742,96,6.418506456740028,23.44503691034697,Planta 3,Pesca Sur,Artesanal,Licanten,130,2024-12-25
Jurel,50.99916499450765,595.013978883056,92,6.100274693280001,26.101709104601376,Planta 3,Pesca Norte,Industrial,Emilia,118,2024-03-18
Caballa,24.23572205001332,153.05902180473214,78,5.6798062240983995,26.0323293001573,Planta 1,Pesca Sur,Artesanal,Licanten,101,2024-10-23
Anchoveta,14.722226817374274,104.76642903174069,98,5.7720402082154125,29.583391709682893,Planta 2,Pesca Sur,Industrial,Isaac,147,2024-09-12
Sardina española,19.035331720224697,159.2754718909476,92,6.273212365415899,23.69923734433062,Planta 1,Pesca Sur,Artesanal,Fernanda,158,2024-09-29
Caballa,29.068706047345973,384.77180091684147,70,6.2966884241539205,20.306961457467924,Planta 1,Pesca Sur,Industrial,Licanten,107,2024-10-13
Anchoveta,13.428788858953048,66.4214674915658,74,5.439515501624238,29.345517671921904,Planta 2,Pesca Norte,Artesanal,Francesca,115,2024-09-24
Jurel,42.46392901835508,561.7088260246855,72,6.7514453600090985,21.592462853517684,Planta 2,Pesca Norte,Artesanal,Francesca,136,2024-09-19
Caballa,28.506535771590645,236.07973213977147,83,6.292008663542346,24.685494045953313,Planta 3,Pesca Sur,Artesanal,Licanten,140,2024-12-18
Sardina española,21.634204734639205,128.27429934904657,82,6.665334808241573,27.67279076956349,Planta 3,Pesca Norte,Artesanal,Isaac,155,2024-09-18
Jurel,36.83238494489271,669.7162340269431,96,6.592103636163128,23.86864942149299,Planta 3,Pesca Norte,Artesanal,Fernanda,134,2024-08-02
Anchoveta,18.999023133102337,80.13639802587966,97,6.96379362840495,21.010431669927115,Planta 1,Pesca Sur,Artesanal,Francesca,154,2024-04-22
Caballa,28.70696145925495,316.7778185153601,72,6.828784774589189,23.903256823543845,Planta 2,Pesca Norte,Artesanal,Licanten,115,2024-09-01
Jurel,27.486522170687156,746.2226739178063,98,5.392898832945338,29.86744835685068,Planta 1,Pesca Sur,Artesanal,Emilia,135,2024-06-04
Caballa,36.50176616634162,270.71507753252973,92,5.2787510941586175,29.04253906880586,Planta 1,Pesca Sur,Artesanal,Fernanda,130,2024-05-04
Jurel,39.08027465110706,698.9530139385762,74,5.847117337037008,27.835892583410185,Planta 3,Pesca Sur,Artesanal,Santiago G,137,2024-11-17
Jurel,48.118364605739906,849.0748109750674,77,5.268018359930539,24.379680523356715,Planta 1,Pesca Sur,Artesanal,Santiago G,148,2024-05-23
Sardina española,20.60567445461533,152.78847808001325,78,5.946898952555346,24.601719270258187,Planta 1,Pesca Norte,Industrial,Liliana,109,2024-07-24
Jurel,46.303621362032686,825.3552600597592,86,6.569414904951239,29.0473847305676,Planta 2,Pesca Sur,Industrial,Licanten,152,2024-06-10
Sardina española,20.650141343807626,143.60758816909933,70,6.929287149081908,29.78878699139611,Planta 2,Pesca Sur,Artesanal,Isaac,120,2024-05-09
